;Time;QsolN;QsolE;QsolS;QsolW;Te;Tg
2014-01-30 03:30:00;2519100.0;6.642445e-05;8.114493e-05;3.1524287e-05;1.723379e-05;278.6;283.15
2014-01-30 03:45:00;2520000.0;6.481185e-05;8.350243e-05;3.3266013e-05;1.5127425e-05;278.55;283.15
2014-01-30 04:00:00;2520900.0;6.3092906e-05;8.5715954e-05;3.5120644e-05;1.31696615e-05;278.49765;283.15
2014-01-30 04:15:00;2521800.0;6.127522e-05;8.777535e-05;3.708047e-05;1.1368222e-05;278.4437;283.15
2014-01-30 04:30:00;2522700.0;5.936686e-05;8.96712e-05;3.9137394e-05;9.730236e-06;278.3929;283.15
2014-01-30 04:45:00;2523600.0;5.7376346e-05;9.139487e-05;4.1282943e-05;8.262203e-06;278.35;283.15
2014-01-30 05:00:00;2524500.0;5.5312554e-05;9.293853e-05;4.3508284e-05;6.969967e-06;278.31802;283.15
2014-01-30 05:15:00;2525400.0;5.318469e-05;9.42952e-05;4.5804256e-05;5.8586957e-06;278.2938;283.15
2014-01-30 05:30:00;2526300.0;5.1002233e-05;9.545876e-05;4.8161382e-05;4.9328482e-06;278.27267;283.15
2014-01-30 05:45:00;2527200.0;4.8774888e-05;9.642401e-05;5.0569928e-05;4.1961794e-06;278.25;283.15
2014-01-30 06:00:00;2528100.0;4.651252e-05;9.7186654e-05;5.301991e-05;3.6517013e-06;278.225;283.15
2014-01-30 06:15:00;2529000.0;4.4225137e-05;9.774337e-05;5.5501143e-05;3.301684e-06;278.2;283.15
2014-01-30 06:30:00;2529900.0;4.1922798e-05;9.8091754e-05;5.800326e-05;3.1476338e-06;278.175;283.15
2014-01-30 06:45:00;2530800.0;3.96156e-05;9.8230405e-05;6.0515784e-05;3.1903073e-06;278.15;283.15
2014-01-30 07:00:00;2531700.0;0.037726775;0.03778762;0.03775249;0.03769289;278.1125;283.15
2014-01-30 07:15:00;2532600.0;0.50400156;0.50406444;0.5040321;0.5039704;278.075;283.15
2014-01-30 07:30:00;2533500.0;3.1136036;3.1136684;3.1136389;3.1135755;278.075;283.15
2014-01-30 07:45:00;2534400.0;7.627762;34.28764;19.274607;7.6277366;278.15;283.15
2014-01-30 08:00:00;2535300.0;11.349621;123.196;66.98933;11.349599;278.325;283.15
2014-01-30 08:15:00;2536200.0;14.454382;222.3668;131.29;14.454363;278.575;283.15
2014-01-30 08:30:00;2537100.0;21.078184;219.81082;146.51869;21.078184;278.8625;283.15
2014-01-30 08:45:00;2538000.0;28.614758;200.21165;149.81818;28.614758;279.15;283.15
2014-01-30 09:00:00;2538900.0;35.492146;173.57169;144.3931;35.492146;279.425;283.15
2014-01-30 09:15:00;2539800.0;41.871235;144.98065;132.60867;41.871235;279.7;283.15
2014-01-30 09:30:00;2540700.0;47.745827;130.96991;129.51979;47.745827;279.975;283.15
2014-01-30 09:45:00;2541600.0;53.156284;123.389824;130.37054;53.156284;280.25;283.15
2014-01-30 10:00:00;2542500.0;58.150486;119.089676;133.38495;58.150486;280.525;283.15
2014-01-30 10:15:00;2543400.0;62.770123;116.548134;137.73344;62.770123;280.8;283.15
2014-01-30 10:30:00;2544300.0;66.80614;114.25835;142.06026;66.80614;281.075;283.15
2014-01-30 10:45:00;2545200.0;70.09792;111.48529;145.55576;70.09792;281.35;283.15
2014-01-30 11:00:00;2546100.0;72.76125;108.38788;148.51129;72.76125;281.60626;283.15
2014-01-30 11:15:00;2547000.0;74.91678;105.06697;151.17908;74.91678;281.83334;283.15
2014-01-30 11:30:00;2547900.0;76.503494;101.70739;154.5445;76.503494;282.04376;283.15
2014-01-30 11:45:00;2548800.0;77.39942;97.94557;158.73782;77.39942;282.25;283.15
2014-01-30 12:00:00;2549700.0;77.63743;93.25838;162.62946;77.63743;282.45;283.15
2014-01-30 12:15:00;2550600.0;77.25093;87.4392;165.0143;77.25093;282.63333;283.15
2014-01-30 12:30:00;2551500.0;76.31827;80.74255;166.4849;76.31827;282.8;283.15
2014-01-30 12:45:00;2552400.0;74.73368;74.73368;166.86798;76.36145;282.95;283.15
2014-01-30 13:00:00;2553300.0;72.249275;72.249275;163.81071;79.98723;283.07083;283.15
2014-01-30 13:15:00;2554200.0;68.60792;68.60792;155.05365;81.73551;283.15555;283.15
2014-01-30 13:30:00;2555100.0;64.093704;64.093704;141.4766;81.1273;283.2125;283.15
2014-01-30 13:45:00;2556000.0;59.176304;59.176304;126.150475;78.58055;283.25;283.15
2014-01-30 14:00:00;2556900.0;53.865578;53.865578;110.2112;74.21458;283.27188;283.15
2014-01-30 14:15:00;2557800.0;48.168316;48.168316;94.75878;68.43019;283.26944;283.15
2014-01-30 14:30:00;2558700.0;42.103783;42.103783;79.92824;61.4529;283.2323;283.15
2014-01-30 14:45:00;2559600.0;35.780087;35.780087;65.35605;53.28277;283.15;283.15
2014-01-30 15:00:00;2560500.0;29.362741;29.362741;51.215736;44.14382;283.02814;283.15
2014-01-30 15:15:00;2561400.0;22.669077;22.669077;39.6622;35.69061;282.88333;283.15
2014-01-30 15:30:00;2562300.0;15.59505;15.59505;27.334743;25.721748;282.72186;283.15
2014-01-30 15:45:00;2563200.0;8.5856905;8.5856905;14.656306;14.454412;282.55;283.15
2014-01-30 16:00:00;2564100.0;3.0931845;3.0931845;4.7926483;4.9293613;282.34064;283.15
2014-01-30 16:15:00;2565000.0;0.5084275;0.5084211;0.5084909;0.5084976;282.1;283.15
2014-01-30 16:30:00;2565900.0;0.048146885;0.048136815;0.0482063;0.048216797;281.88437;283.15
2014-01-30 16:45:00;2566800.0;2.325186e-05;9.588981e-06;7.852287e-05;9.276524e-05;281.75;283.15
2014-01-30 17:00:00;2567700.0;2.5289302e-05;8.128081e-06;7.626319e-05;9.414446e-05;281.675;283.15
2014-01-30 17:15:00;2568600.0;2.739365e-05;6.8452027e-06;7.393551e-05;9.533354e-05;281.6;283.15
2014-01-30 17:30:00;2569500.0;2.955605e-05;5.7453217e-06;7.1549926e-05;9.6326854e-05;281.525;283.15
2014-01-30 17:45:00;2570400.0;3.1767355e-05;4.83268e-06;6.911675e-05;9.711967e-05;281.45;283.15
2014-01-30 18:00:00;2571300.0;3.4018147e-05;4.1107596e-06;6.664643e-05;9.7708165e-05;281.375;283.15
2014-01-30 18:15:00;2572200.0;3.62988e-05;3.582274e-06;6.414955e-05;9.8089426e-05;281.3;283.15
2014-01-30 18:30:00;2573100.0;3.859949e-05;3.2491625e-06;6.163671e-05;9.826149e-05;281.225;283.15
2014-01-30 18:45:00;2574000.0;4.0910272e-05;3.112611e-06;5.911856e-05;9.8223354e-05;281.15;283.15
2014-01-30 19:00:00;2574900.0;4.3221095e-05;3.1730196e-06;5.6605724e-05;9.7975e-05;281.075;283.15
2014-01-30 19:15:00;2575800.0;4.5521865e-05;3.4300137e-06;5.4108736e-05;9.7517346e-05;281.0;283.15
2014-01-30 19:30:00;2576700.0;4.780249e-05;3.882462e-06;5.163803e-05;9.685232e-05;280.925;283.15
2014-01-30 19:45:00;2577600.0;5.0052928e-05;4.5284687e-06;4.9203903e-05;9.59828e-05;280.85;283.15
2014-01-30 20:00:00;2578500.0;5.226322e-05;5.365382e-06;4.6816444e-05;9.491261e-05;280.775;283.15
2014-01-30 20:15:00;2579400.0;5.4423574e-05;6.389815e-06;4.4485525e-05;9.36465e-05;280.7;283.15
2014-01-30 20:30:00;2580300.0;5.6524383e-05;7.5976495e-06;4.222076e-05;9.219016e-05;280.625;283.15
2014-01-30 20:45:00;2581200.0;5.855629e-05;8.984065e-06;4.003148e-05;9.0550166e-05;280.55;283.15
2014-01-30 21:00:00;2582100.0;6.051024e-05;1.0543539e-05;3.7926686e-05;8.873393e-05;280.46173;283.15
2014-01-30 21:15:00;2583000.0;6.2377534e-05;1.2269898e-05;3.5915054e-05;8.674972e-05;280.35626;283.15
2014-01-30 21:30:00;2583900.0;6.4149855e-05;1.4156303e-05;3.4004872e-05;8.460659e-05;280.24765;283.15
2014-01-30 21:45:00;2584800.0;6.581936e-05;1.6195325e-05;3.2204043e-05;8.2314335e-05;280.15;283.15
2014-01-30 22:00:00;2585700.0;6.73787e-05;1.8378938e-05;3.0520074e-05;7.9883466e-05;280.0633;283.15
2014-01-30 22:15:00;2586600.0;6.882106e-05;2.069858e-05;2.8960043e-05;7.732517e-05;279.98126;283.15
2014-01-30 22:30:00;2587500.0;7.014023e-05;2.314516e-05;2.7530572e-05;7.465123e-05;279.9086;283.15
2014-01-30 22:45:00;2588400.0;7.1330614e-05;2.570912e-05;2.6237838e-05;7.1874005e-05;279.85;283.15
2014-01-30 23:00:00;2589300.0;7.2387294e-05;2.8380464e-05;2.5087547e-05;6.900636e-05;279.8;283.15
2014-01-30 23:15:00;2590200.0;7.3306015e-05;3.114876e-05;2.4084884e-05;6.606157e-05;279.75;283.15
2014-01-30 23:30:00;2591100.0;7.40832e-05;3.4003187e-05;2.3234501e-05;6.305326e-05;279.7;283.15
2014-01-30 23:45:00;2592000.0;7.471596e-05;3.6932543e-05;2.2540471e-05;5.999533e-05;279.65;283.15
2014-01-31 00:00:00;2592900.0;7.5202035e-05;3.9925217e-05;2.2006216e-05;5.6901798e-05;279.6;283.15
2014-01-31 00:15:00;2593800.0;7.5539785e-05;4.2969215e-05;2.1634458e-05;5.378672e-05;279.55;283.15
2014-01-31 00:30:00;2594700.0;7.5728116e-05;4.605211e-05;2.1427131e-05;5.066404e-05;279.5;283.15
2014-01-31 00:45:00;2595600.0;7.576642e-05;4.9161066e-05;2.1385331e-05;4.754748e-05;279.45;283.15
2014-01-31 01:00:00;2596500.0;7.5654585e-05;5.228285e-05;2.1509282e-05;4.4450466e-05;279.39764;283.15
2014-01-31 01:15:00;2597400.0;7.539295e-05;5.540386e-05;2.1798309e-05;4.138602e-05;279.34375;283.15
2014-01-31 01:30:00;2598300.0;7.498236e-05;5.851025e-05;2.2250892e-05;3.8366776e-05;279.29297;283.15
2014-01-31 01:45:00;2599200.0;7.4424155e-05;6.158798e-05;2.2864686e-05;3.540493e-05;279.25;283.15
2014-01-31 02:00:00;2600100.0;7.3720286e-05;6.462302e-05;2.363661e-05;3.251229e-05;279.21796;283.15
2014-01-31 02:15:00;2601000.0;7.2873314e-05;6.7601366e-05;2.4562913e-05;2.970025e-05;279.19376;283.15
2014-01-31 02:30:00;2601900.0;7.1886476e-05;7.050925e-05;2.5639227e-05;2.6979842e-05;279.17267;283.15
2014-01-31 02:45:00;2602800.0;7.076367e-05;7.333322e-05;2.6860627e-05;2.4361689e-05;279.15;283.15
2014-01-31 03:00:00;2603700.0;6.950951e-05;7.606017e-05;2.822167e-05;2.1856014e-05;279.125;283.15
2014-01-31 03:15:00;2604600.0;6.812923e-05;7.867748e-05;2.9716413e-05;1.9472607e-05;279.1;283.15
2014-01-31 03:30:00;2605500.0;6.662877e-05;8.117309e-05;3.1338463e-05;1.7220806e-05;279.075;283.15
2014-01-31 03:45:00;2606400.0;6.501464e-05;8.3535495e-05;3.308096e-05;1.5109446e-05;279.05;283.15
2014-01-31 04:00:00;2607300.0;6.329392e-05;8.575383e-05;3.4936616e-05;1.3146833e-05;279.025;283.15
2014-01-31 04:15:00;2608200.0;6.1474224e-05;8.781794e-05;3.689773e-05;1.1340711e-05;279.0;283.15
2014-01-31 04:30:00;2609100.0;5.9563645e-05;8.971839e-05;3.8956194e-05;9.6982185e-06;278.975;283.15
2014-01-31 04:45:00;2610000.0;5.7570698e-05;9.1446505e-05;4.110353e-05;8.225874e-06;278.95;283.15
2014-01-31 05:00:00;2610900.0;5.5504275e-05;9.2994436e-05;4.333089e-05;6.9295384e-06;278.9371;283.15
2014-01-31 05:15:00;2611800.0;5.3373587e-05;9.4355186e-05;4.5629098e-05;5.8143924e-06;278.9406;283.15
2014-01-31 05:30:00;2612700.0;5.118813e-05;9.552261e-05;4.7988688e-05;4.8849106e-06;278.94882;283.15
2014-01-31 05:45:00;2613600.0;4.8957616e-05;9.6491494e-05;5.03999e-05;4.1448584e-06;278.95;283.15
2014-01-31 06:00:00;2614500.0;4.6691937e-05;9.725752e-05;5.285275e-05;3.5972625e-06;278.93472;283.15
2014-01-31 06:15:00;2615400.0;4.4401106e-05;9.781735e-05;5.533702e-05;3.2444004e-06;278.90717;283.15
2014-01-31 06:30:00;2616300.0;0.00065922516;0.0007152986;0.00067497237;0.00062021776;278.87604;283.15
2014-01-31 06:45:00;2617200.0;0.068544924;0.06860345;0.068565495;0.06850827;278.85;283.15
2014-01-31 07:00:00;2618100.0;0.3500509;0.35011163;0.3500763;0.35001677;278.83218;283.15
2014-01-31 07:15:00;2619000.0;1.0120186;1.0120814;1.0120487;1.0119872;278.8397;283.15
2014-01-31 07:30:00;2619900.0;4.54501;28.007668;13.355757;4.54501;278.9024;283.15
2014-01-31 07:45:00;2620800.0;10.152377;143.68015;67.95593;10.152377;279.05;283.15
2014-01-31 08:00:00;2621700.0;13.508462;349.1427;179.10483;13.508462;279.34308;283.15
2014-01-31 08:15:00;2622600.0;18.045574;477.2998;274.18402;18.045574;279.78152;283.15
2014-01-31 08:30:00;2623500.0;25.584642;474.39062;306.90262;25.584642;280.3042;283.15
2014-01-31 08:45:00;2624400.0;34.260483;444.76022;322.32138;34.260483;280.85;283.15
2014-01-31 09:00:00;2625300.0;41.142433;434.66046;349.5968;41.142433;281.41727;283.15
2014-01-31 09:15:00;2626200.0;47.466564;423.27612;376.24768;47.466564;282.01743;283.15
2014-01-31 09:30:00;2627100.0;54.22967;400.48242;392.5364;54.22967;282.6089;283.15
2014-01-31 09:45:00;2628000.0;61.254353;357.77246;385.46912;61.254353;283.15;283.15
2014-01-31 10:00:00;2628900.0;66.46814;300.8106;354.2448;66.46814;283.64023;283.15
2014-01-31 10:15:00;2629800.0;71.890366;262.77115;336.573;71.890366;284.08853;283.15
2014-01-31 10:30:00;2630700.0;75.92973;232.8934;323.56082;75.92973;284.4676;283.15
2014-01-31 10:45:00;2631600.0;79.05123;205.13943;307.7331;79.05123;284.75;283.15
2014-01-31 11:00:00;2632500.0;81.57912;181.08495;292.023;81.57912;284.975;283.15
2014-01-31 11:15:00;2633400.0;83.838715;161.58363;279.4033;83.838715;285.2;283.15
2014-01-31 11:30:00;2634300.0;85.6215;148.27307;278.48254;85.6215;285.425;283.15
2014-01-31 11:45:00;2635200.0;86.41346;138.86124;292.71722;86.41346;285.65;283.15
2014-01-31 12:00:00;2636100.0;86.06666;128.81;316.90387;86.06666;285.875;283.15
2014-01-31 12:15:00;2637000.0;84.40327;114.99869;345.4016;84.40327;286.1;283.15
2014-01-31 12:30:00;2637900.0;82.2087;98.73727;412.9228;82.2087;286.325;283.15
2014-01-31 12:45:00;2638800.0;76.92171;76.92171;479.49008;83.75573;286.55;283.15
2014-01-31 13:00:00;2639700.0;71.00566;71.00566;542.6977;110.64459;286.76816;283.15
2014-01-31 13:15:00;2640600.0;66.67478;66.67478;604.2782;148.17535;286.97345;283.15
2014-01-31 13:30:00;2641500.0;62.1193;62.1193;612.2447;183.19131;287.167;283.15
2014-01-31 13:45:00;2642400.0;56.685505;56.685505;602.4629;214.9141;287.35;283.15
2014-01-31 14:00:00;2643300.0;51.098812;51.098812;578.8248;241.90933;287.47754;283.15
2014-01-31 14:15:00;2644200.0;46.082165;46.082165;545.3549;263.55173;287.52032;283.15
2014-01-31 14:30:00;2645100.0;42.44698;42.44698;506.34467;280.19736;287.50293;283.15
2014-01-31 14:45:00;2646000.0;39.439964;39.439964;445.66968;280.35336;287.45;283.15
2014-01-31 15:00:00;2646900.0;36.69766;36.69766;395.63107;280.05;287.3636;283.15
2014-01-31 15:15:00;2647800.0;32.888702;32.888702;338.288;267.51773;287.23203;283.15
2014-01-31 15:30:00;2648700.0;25.22068;25.22068;236.70793;208.16502;287.05948;283.15
2014-01-31 15:45:00;2649600.0;16.026756;16.026756;127.35525;123.981926;286.85;283.15
2014-01-31 16:00:00;2650500.0;7.179153;7.179153;39.018238;41.693512;286.53818;283.15
2014-01-31 16:15:00;2651400.0;2.039009;2.0390024;2.0390723;2.039079;286.13672;283.15
2014-01-31 16:30:00;2652300.0;0.9138719;0.9138617;0.91393113;0.9139418;285.7669;283.15
2014-01-31 16:45:00;2653200.0;0.40256324;0.40254945;0.40261835;0.4026327;285.55;283.15
2014-01-31 17:00:00;2654100.0;0.09972742;0.09971013;0.09977822;0.09979624;285.45;283.15
2014-01-31 17:15:00;2655000.0;2.749443e-05;6.8028785e-06;7.385024e-05;9.539677e-05;285.35;283.15
2014-01-31 17:30:00;2655900.0;2.9659655e-05;5.6993704e-06;7.1461836e-05;9.63938e-05;285.25;283.15
2014-01-31 17:45:00;2656800.0;3.187398e-05;4.7833455e-06;6.902568e-05;9.7190095e-05;285.15;283.15
2014-01-31 18:00:00;2657700.0;3.4127985e-05;4.0582927e-06;6.655224e-05;9.77818e-05;285.05;283.15
2014-01-31 18:15:00;2658600.0;3.6412013e-05;3.5269404e-06;6.4052074e-05;9.816599e-05;284.95;283.15
2014-01-31 18:30:00;2659500.0;3.871624e-05;3.1912496e-06;6.1535844e-05;9.834069e-05;284.85;283.15
2014-01-31 18:45:00;2660400.0;4.1030704e-05;3.052406e-06;5.9014197e-05;9.8304896e-05;284.75;283.15
2014-01-31 19:00:00;2661300.0;4.334534e-05;3.1108175e-06;5.649777e-05;9.805856e-05;284.65;283.15
2014-01-31 19:15:00;2662200.0;4.5650035e-05;3.3661272e-06;5.399712e-05;9.760261e-05;284.55;283.15
2014-01-31 19:30:00;2663100.0;4.793468e-05;3.8172e-06;5.1522693e-05;9.693895e-05;284.45;283.15
2014-01-31 19:45:00;2664000.0;5.018922e-05;4.4621593e-06;4.9084803e-05;9.6070464e-05;284.35;283.15
2014-01-31 20:00:00;2664900.0;5.2403688e-05;5.2983523e-06;4.669356e-05;9.5000956e-05;284.25;283.15
2014-01-31 20:15:00;2665800.0;5.4568256e-05;6.322389e-06;4.4358847e-05;9.37352e-05;284.15;283.15
2014-01-31 20:30:00;2666700.0;5.6673314e-05;7.5301687e-06;4.2090305e-05;9.2278875e-05;284.05;283.15
2014-01-31 20:45:00;2667600.0;5.8709484e-05;8.916864e-06;3.989727e-05;9.063855e-05;283.95;283.15
2014-01-31 21:00:00;2668500.0;6.0667684e-05;1.0476957e-05;3.778877e-05;8.8821645e-05;283.85;283.15
2014-01-31 21:15:00;2669400.0;6.25392e-05;1.2204258e-05;3.5773483e-05;8.6836444e-05;283.75;283.15
2014-01-31 21:30:00;2670300.0;6.431571e-05;1.4091947e-05;3.3859716e-05;8.469199e-05;283.65;283.15
2014-01-31 21:45:00;2671200.0;6.598934e-05;1.6132584e-05;3.2055403e-05;8.239809e-05;283.55;283.15
2014-01-31 22:00:00;2672100.0;6.755271e-05;1.8318133e-05;3.0368043e-05;7.996527e-05;283.45468;283.15
2014-01-31 22:15:00;2673000.0;6.899901e-05;2.064002e-05;2.880473e-05;7.740472e-05;283.3625;283.15
2014-01-31 22:30:00;2673900.0;7.0322e-05;2.3089153e-05;2.7372105e-05;7.472823e-05;283.26407;283.15
2014-01-31 22:45:00;2674800.0;7.1516064e-05;2.5655963e-05;2.6076357e-05;7.194819e-05;283.15;283.15
2014-01-31 23:00:00;2675700.0;7.257626e-05;2.8330427e-05;2.4923185e-05;6.907744e-05;283.01407;283.15
2014-01-31 23:15:00;2676600.0;7.34983e-05;3.1102107e-05;2.3917788e-05;6.612929e-05;282.8625;283.15
2014-01-31 23:30:00;2677500.0;7.42786e-05;3.396015e-05;2.3064817e-05;6.311736e-05;282.70468;283.15
2014-01-31 23:45:00;2678400.0;7.4914235e-05;3.6893336e-05;2.2368347e-05;6.005556e-05;282.55;283.15
2014-02-01 00:00:00;2679300.0;7.540293e-05;3.9890034e-05;2.1831798e-05;5.695792e-05;282.4;283.15
2014-02-01 00:15:00;2680200.0;7.5743024e-05;4.2938205e-05;2.1457889e-05;5.3838503e-05;282.25;283.15
2014-02-01 00:30:00;2681100.0;7.593339e-05;4.6025423e-05;2.1248557e-05;5.0711264e-05;282.1;283.15
2014-02-01 00:45:00;2682000.0;7.597343e-05;4.9138813e-05;2.1204904e-05;4.7589947e-05;281.95;283.15
2014-02-01 01:00:00;2682900.0;7.5863005e-05;5.2265128e-05;2.132716e-05;4.4487995e-05;281.79306;283.15
2014-02-01 01:15:00;2683800.0;7.5602475e-05;5.5390763e-05;2.1614667e-05;4.141846e-05;281.6315;283.15
2014-02-01 01:30:00;2684700.0;7.519266e-05;5.850185e-05;2.2065913e-05;3.839401e-05;281.4792;283.15
2014-02-01 01:45:00;2685600.0;7.463493e-05;6.158435e-05;2.2678576e-05;3.5426874e-05;281.35;283.15
2014-02-01 02:00:00;2686500.0;7.3931245e-05;6.4624204e-05;2.344959e-05;3.2528886e-05;281.25363;283.15
2014-02-01 02:15:00;2687400.0;7.308417e-05;6.760743e-05;2.4375215e-05;2.9711495e-05;281.181;283.15
2014-02-01 02:30:00;2688300.0;7.209695e-05;7.052022e-05;2.5451098e-05;2.6985741e-05;281.11786;283.15
2014-02-01 02:45:00;2689200.0;7.0973496e-05;7.33491e-05;2.6672324e-05;2.4362284e-05;281.05;283.15
2014-02-01 03:00:00;2690100.0;6.9718415e-05;7.608097e-05;2.8033446e-05;2.1851372e-05;280.975;283.15
2014-02-01 03:15:00;2691000.0;6.833699e-05;7.870319e-05;2.9528539e-05;1.9462826e-05;280.9;283.15
2014-02-01 03:30:00;2691900.0;6.683511e-05;8.120366e-05;3.1151194e-05;1.7205995e-05;280.825;283.15
2014-02-01 03:45:00;2692800.0;6.5219334e-05;8.357086e-05;3.289456e-05;1.5089743e-05;280.75;283.15
2014-02-01 04:00:00;2693700.0;6.349674e-05;8.57939e-05;3.475134e-05;1.3122386e-05;280.6547;283.15
2014-02-01 04:15:00;2694600.0;6.167494e-05;8.786261e-05;3.671383e-05;1.1311691e-05;280.5375;283.15
2014-02-01 04:30:00;2695500.0;5.9762046e-05;8.976752e-05;3.877392e-05;9.664818e-06;280.42657;283.15
2014-02-01 04:45:00;2696400.0;5.7766578e-05;9.149994e-05;4.092311e-05;8.188294e-06;280.35;283.15
2014-02-01 05:00:00;2697300.0;5.569744e-05;9.3052004e-05;4.315256e-05;6.8879926e-06;280.3;283.15
2014-02-01 05:15:00;2698200.0;5.3563857e-05;9.441668e-05;4.5453082e-05;5.7691104e-06;280.25;283.15
2014-02-01 05:30:00;2699100.0;5.1375337e-05;9.558783e-05;4.7815192e-05;4.836147e-06;280.2;283.15
2014-02-01 05:45:00;2700000.0;4.9141603e-05;9.656018e-05;5.0229122e-05;4.0928608e-06;280.15;283.15
2014-02-01 06:00:00;2700900.0;4.6872563e-05;9.732942e-05;5.2684863e-05;3.5423e-06;280.1;283.15
2014-02-01 06:15:00;2701800.0;4.457824e-05;9.789219e-05;5.5172215e-05;3.186753e-06;280.05;283.15
2014-02-01 06:30:00;2702700.0;0.06873535;0.06879133;0.06875077;0.06869611;280.0;283.15
2014-02-01 06:45:00;2703600.0;0.284631;0.28468946;0.28465128;0.28459415;279.95;283.15
2014-02-01 07:00:00;2704500.0;0.7339634;0.73402405;0.73398846;0.73392904;279.89374;283.15
2014-02-01 07:15:00;2705400.0;1.5240425;1.5241052;1.5240724;1.5240109;279.85;283.15
2014-02-01 07:30:00;2706300.0;5.529799;48.653503;21.555931;5.529799;279.85626;283.15
2014-02-01 07:45:00;2707200.0;11.13008;209.22339;96.096466;11.13008;279.95;283.15
2014-02-01 08:00:00;2708100.0;14.640306;455.4693;230.33853;14.640306;280.15698;283.15
2014-02-01 08:15:00;2709000.0;19.411392;587.1202;333.6441;19.411392;280.45193;283.15
2014-02-01 08:30:00;2709900.0;28.441446;533.4343;342.7652;28.441446;280.7959;283.15
2014-02-01 08:45:00;2710800.0;35.56629;544.6614;390.481;35.56629;281.15;283.15
2014-02-01 09:00:00;2711700.0;42.501015;558.3675;444.3653;42.501015;281.49973;283.15
2014-02-01 09:15:00;2712600.0;46.360493;566.39606;498.65222;46.360493;281.8531;283.15
2014-02-01 09:30:00;2713500.0;49.17171;569.7287;554.9224;49.17171;282.2049;283.15
2014-02-01 09:45:00;2714400.0;52.728798;583.3125;629.71735;52.728798;282.55;283.15
2014-02-01 10:00:00;2715300.0;54.47765;563.32294;676.0359;54.47765;282.88626;283.15
2014-02-01 10:15:00;2716200.0;56.405552;528.825;708.06635;56.405552;283.215;283.15
2014-02-01 10:30:00;2717100.0;58.50999;486.62808;730.4309;58.50999;283.53625;283.15
2014-02-01 10:45:00;2718000.0;60.395275;442.94275;750.6125;60.395275;283.85;283.15
2014-02-01 11:00:00;2718900.0;61.91078;397.45068;767.808;61.91078;284.14178;283.15
2014-02-01 11:15:00;2719800.0;62.908634;350.04224;781.26605;62.908634;284.40143;283.15
2014-02-01 11:30:00;2720700.0;63.490204;301.28156;791.304;63.490204;284.63535;283.15
2014-02-01 11:45:00;2721600.0;63.78211;251.73584;798.50226;63.78211;284.85;283.15
2014-02-01 12:00:00;2722500.0;63.67668;201.47675;802.54736;63.67668;285.0415;283.15
2014-02-01 12:15:00;2723400.0;63.06527;150.62877;803.13824;63.06527;285.20358;283.15
2014-02-01 12:30:00;2724300.0;61.86113;99.383385;799.9033;61.86113;285.33884;283.15
2014-02-01 12:45:00;2725200.0;60.121586;60.121586;792.8593;72.093346;285.45;283.15
2014-02-01 13:00:00;2726100.0;57.953995;57.953995;782.3224;118.52498;285.53647;283.15
2014-02-01 13:15:00;2727000.0;55.469402;55.469402;768.656;163.44923;285.59723;283.15
2014-02-01 13:30:00;2727900.0;52.977127;52.977127;742.4074;204.72855;285.63437;283.15
2014-02-01 13:45:00;2728800.0;50.583084;50.583084;699.1284;238.77692;285.65;283.15
2014-02-01 14:00:00;2729700.0;48.09406;48.09406;646.6763;264.8295;285.64465;283.15
2014-02-01 14:15:00;2730600.0;44.105465;44.105465;569.31683;273.27924;285.6135;283.15
2014-02-01 14:30:00;2731500.0;40.660263;40.660263;514.0242;283.76343;285.5506;283.15
2014-02-01 14:45:00;2732400.0;36.496006;36.496006;453.91193;284.6171;285.45;283.15
2014-02-01 15:00:00;2733300.0;31.567593;31.567593;376.80267;266.22925;285.31296;283.15
2014-02-01 15:15:00;2734200.0;26.68389;26.68389;314.5431;248.45068;285.1476;283.15
2014-02-01 15:30:00;2735100.0;20.055271;20.055271;228.00885;200.48256;284.9585;283.15
2014-02-01 15:45:00;2736000.0;10.934975;10.934975;117.07645;114.19366;284.75;283.15
2014-02-01 16:00:00;2736900.0;3.776233;3.776233;34.053825;36.71267;284.5047;283.15
2014-02-01 16:15:00;2737800.0;0.50859195;0.50858533;0.508655;0.5086619;284.22916;283.15
2014-02-01 16:30:00;2738700.0;0.2199562;0.21994588;0.22001526;0.22002603;283.96405;283.15
2014-02-01 16:45:00;2739600.0;0.07415736;0.07414343;0.07421227;0.07422679;283.75;283.15
2014-02-01 17:00:00;2740500.0;0.015052865;0.015035424;0.015103469;0.01512164;283.58218;283.15
2014-02-01 17:15:00;2741400.0;2.7599855e-05;6.7594738e-06;7.37604e-05;9.5461335e-05;283.4275;283.15
2014-02-01 17:30:00;2742300.0;2.9767965e-05;5.6524805e-06;7.1369126e-05;9.6461925e-05;283.28406;283.15
2014-02-01 17:45:00;2743200.0;3.1985364e-05;4.733218e-06;6.8929934e-05;9.726154e-05;283.15;283.15
2014-02-01 18:00:00;2744100.0;3.424262e-05;4.005189e-06;6.6453315e-05;9.785629e-05;283.02454;283.15
2014-02-01 18:15:00;2745000.0;3.6530062e-05;3.4711302e-06;6.3949854e-05;9.824324e-05;282.90375;283.15
2014-02-01 18:30:00;2745900.0;3.8837858e-05;3.1330164e-06;6.143021e-05;9.842041e-05;282.7811;283.15
2014-02-01 18:45:00;2746800.0;4.1156025e-05;2.9920411e-06;5.8905058e-05;9.8386765e-05;282.65;283.15
